"","loglik","p1","p2","larv","pup","mu.p","S","mud.p","pupae.zero"
"117",2050.724326115,0.140877388683939,0.0162086196025023,0.0833333333333333,0.02,0.0025,6,1e-05,50
"118",2162.67388484578,0.144776168000571,0.0336521118201386,0.125,0.0333333333333333,0.006,6,1e-05,50
"119",2199.59418845058,0.16003779771121,0.0281309611031952,0.1,0.0333333333333333,0.006,6,1e-05,50
"120",2216.24193101333,0.157210465661489,0.0226142173294291,0.0833333333333333,0.0333333333333333,0.006,6,1e-05,50
"121",2071.10993752249,0.136394572036752,0.0247469434016675,0.125,0.0222222222222222,0.006,6,1e-05,50
"122",2112.48359897305,0.15419580766645,0.0215782918398891,0.1,0.0222222222222222,0.006,6,1e-05,50
"123",2136.961654752,0.150457816235196,0.0168545047066767,0.0833333333333333,0.0222222222222222,0.006,6,1e-05,50
"124",2053.5085934884,0.142483760586892,0.0235853878168766,0.125,0.02,0.006,6,1e-05,50
"125",2084.05643877084,0.149272463470952,0.0194437317914271,0.1,0.02,0.006,6,1e-05,50
"126",2117.42524875451,0.147247285400817,0.0150430217754381,0.0833333333333333,0.02,0.006,6,1e-05,50
"127",2207.29253189523,0.154913571096009,0.0323523821480119,0.125,0.0333333333333333,0.01,6,1e-05,50
"128",2230.71114540493,0.158711183711228,0.0255725494106642,0.1,0.0333333333333333,0.01,6,1e-05,50
"129",2255.01043667493,0.166020384860362,0.0215597360187589,0.0833333333333333,0.0333333333333333,0.01,6,1e-05,50
"130",2139.11173413154,0.141852923866036,0.0227579062888606,0.125,0.0222222222222222,0.01,6,1e-05,50
"131",2176.08387410865,0.149068816997896,0.0183570762526625,0.1,0.0222222222222222,0.01,6,1e-05,50
"132",2207.84313322782,0.171850899628465,0.0173089691465369,0.0833333333333333,0.0222222222222222,0.01,6,1e-05,50
"133",2125.35681702341,0.140631011581032,0.020625480141999,0.125,0.02,0.01,6,1e-05,50
"134",2152.9175161221,0.154238341656723,0.0174688214338443,0.1,0.02,0.01,6,1e-05,50
"135",2183.739602845,0.157249803127209,0.0142330855338643,0.0833333333333333,0.02,0.01,6,1e-05,50
"136",2075.39453284256,0.0822715658484463,0.0320050219712917,0.125,0.0333333333333333,0.0025,8,1e-05,50
"137",2115.37105319114,0.0889769435507741,0.0261665371422959,0.1,0.0333333333333333,0.0025,8,1e-05,50
"138",2135.43728362626,0.0952462633958825,0.0224562107888086,0.0833333333333333,0.0333333333333333,0.0025,8,1e-05,50
"139",1978.39498454831,0.0763665670611277,0.0217821402007607,0.125,0.0222222222222222,0.0025,8,1e-05,50
"140",2013.64137215774,0.0822462137996484,0.0176613785107497,0.1,0.0222222222222222,0.0025,8,1e-05,50
"141",2032.86298329163,0.0939705394000727,0.0172867204672302,0.0833333333333333,0.0222222222222222,0.0025,8,1e-05,50
"142",1960.32140543176,0.0759467236807129,0.0197006734662544,0.125,0.02,0.0025,8,1e-05,50
"143",1984.30797906031,0.0848191393290893,0.0168493814765264,0.1,0.02,0.0025,8,1e-05,50
"144",2008.42797756478,0.084717120822298,0.0129242696121645,0.0833333333333333,0.02,0.0025,8,1e-05,50
"145",2120.87741255281,0.0909292475772024,0.031718771769902,0.125,0.0333333333333333,0.006,8,1e-05,50
"146",2651.81434873499,0.0515393106928392,0.00163679825722679,0.1,0.0333333333333333,0.006,8,1e-05,50
"147",2175.32874402966,0.106007778741755,0.0225466030779316,0.0833333333333333,0.0333333333333333,0.006,8,1e-05,50
"148",2033.71082592797,0.0866367545044247,0.022855443460463,0.125,0.0222222222222222,0.006,8,1e-05,50
"149",2061.04906116687,0.0900535275870422,0.0181011812638438,0.1,0.0222222222222222,0.006,8,1e-05,50
"150",2093.65531719013,0.100147417698204,0.0162780033500205,0.0833333333333333,0.0222222222222222,0.006,8,1e-05,50
"151",2016.35932878022,0.083077971275075,0.0194783237669976,0.125,0.02,0.006,8,1e-05,50
"152",2051.10813713567,0.0841588424636734,0.0144704240629591,0.1,0.02,0.006,8,1e-05,50
"153",2067.7056123295,0.0961493521823062,0.0141624545649161,0.0833333333333333,0.02,0.006,8,1e-05,50
"154",2158.70276337955,0.0980076058337817,0.0307125356672449,0.125,0.0333333333333333,0.01,8,1e-05,50
"155",2256.53799291877,0.0871721084739868,0.0206695092873163,0.1,0.0333333333333333,0.01,8,1e-05,50
"156",2211.23392046092,0.103852470204131,0.019852391627153,0.0833333333333333,0.0333333333333333,0.01,8,1e-05,50
"157",2092.43403832432,0.0943026590810394,0.0224069352399589,0.125,0.0222222222222222,0.01,8,1e-05,50
"158",2128.28227697843,0.0967957938992351,0.0174060084506771,0.1,0.0222222222222222,0.01,8,1e-05,50
"159",2219.84798425782,0.0850556064383269,0.0101273411735437,0.0833333333333333,0.0222222222222222,0.01,8,1e-05,50
"160",2072.66768085035,0.0906819069988046,0.0196994155033334,0.125,0.02,0.01,8,1e-05,50
"161",2117.74762068065,0.0962672838181506,0.0156020200296055,0.1,0.02,0.01,8,1e-05,50
"162",2139.65897832601,0.103584857768306,0.0136440419356798,0.0833333333333333,0.02,0.01,8,1e-05,50
"163",2078.91706041851,0.301514321141871,0.0221508724929578,0.125,0.0333333333333333,0.0025,4,1e-04,50
"164",2126.40507931728,0.327684565800991,0.0197358299883341,0.1,0.0333333333333333,0.0025,4,1e-04,50
"165",2158.51941571875,0.325880744262762,0.0167914255128119,0.0833333333333333,0.0333333333333333,0.0025,4,1e-04,50
"166",2007.5967960183,0.318380954087465,0.015771020632922,0.125,0.0222222222222222,0.0025,4,1e-04,50
"167",2054.5536319715,0.324299480670025,0.0131726855924645,0.1,0.0222222222222222,0.0025,4,1e-04,50
"168",2084.65417723944,0.323007948831806,0.0113666371219747,0.0833333333333333,0.0222222222222222,0.0025,4,1e-04,50
"169",1997.06151943663,0.316686430418484,0.013998177280432,0.125,0.02,0.0025,4,1e-04,50
"170",2037.88145614804,0.314634139024909,0.0113342141149444,0.1,0.02,0.0025,4,1e-04,50
"171",2074.71700569854,0.316345424448512,0.00981346757505305,0.0833333333333333,0.02,0.0025,4,1e-04,50
"172",2111.79326347324,0.320139935481023,0.0223755683355477,0.125,0.0333333333333333,0.006,4,1e-04,50
"173",2164.43211114806,0.321668947696598,0.0185906309360897,0.1,0.0333333333333333,0.006,4,1e-04,50
"174",2195.54277308149,0.333857199061861,0.0164272938887551,0.0833333333333333,0.0333333333333333,0.006,4,1e-04,50
"175",2059.89675683796,0.312743437867417,0.0148057231353574,0.125,0.0222222222222222,0.006,4,1e-04,50
"176",2098.26145664694,0.326984190592476,0.0128046811863426,0.1,0.0222222222222222,0.006,4,1e-04,50
"177",2145.11929290227,0.323410207072488,0.0107993026617189,0.0833333333333333,0.0222222222222222,0.006,4,1e-04,50
"178",2048.4683565131,0.320984848743941,0.0135855343378508,0.125,0.02,0.006,4,1e-04,50
"179",2089.85032514235,0.324679480779806,0.0112787976616404,0.1,0.02,0.006,4,1e-04,50
"180",2136.54110390833,0.31846280487971,0.00923133187335859,0.0833333333333333,0.02,0.006,4,1e-04,50
"181",2157.51070659586,0.313040736775245,0.0209788551795743,0.125,0.0333333333333333,0.01,4,1e-04,50
"182",2197.52699082775,0.330802235533736,0.0180074372950993,0.1,0.0333333333333333,0.01,4,1e-04,50
"183",2235.4116314806,0.328203812252398,0.0153049551233062,0.0833333333333333,0.0333333333333333,0.01,4,1e-04,50
"184",2111.84519538712,0.327788046551513,0.0146237607471957,0.125,0.0222222222222222,0.01,4,1e-04,50
"185",2154.14198165406,0.321965017164986,0.0119369451775727,0.1,0.0222222222222222,0.01,4,1e-04,50
"186",2198.16034404034,0.342520083545286,0.0108544207719811,0.0833333333333333,0.0222222222222222,0.01,4,1e-04,50
"187",2100.90307145174,0.326691425455043,0.0131415124080526,0.125,0.02,0.01,4,1e-04,50
"188",2152.39943093492,0.322932178769004,0.0106229985779916,0.1,0.02,0.01,4,1e-04,50
"189",2191.61169810108,0.339821669080852,0.00956879571553837,0.0833333333333333,0.02,0.01,4,1e-04,50
"190",2008.26022272807,0.16954187556773,0.021110192389984,0.125,0.0333333333333333,0.0025,6,1e-04,50
"191",2050.3650745359,0.178030011194714,0.0181150529645015,0.1,0.0333333333333333,0.0025,6,1e-04,50
"192",2089.2453300276,0.183677105468523,0.015944751385155,0.0833333333333333,0.0333333333333333,0.0025,6,1e-04,50
"193",1938.30045493801,0.177791276814771,0.0147838661419411,0.125,0.0222222222222222,0.0025,6,1e-04,50
"194",1981.45361789843,0.178232842037243,0.012092271668806,0.1,0.0222222222222222,0.0025,6,1e-04,50
"195",2021.1822493652,0.177554238508161,0.0100055956127431,0.0833333333333333,0.0222222222222222,0.0025,6,1e-04,50
"196",1917.92245488443,0.173432987379442,0.0126080998164845,0.125,0.02,0.0025,6,1e-04,50
"197",1972.00259604796,0.178027293416451,0.0107804087198788,0.1,0.02,0.0025,6,1e-04,50
"198",2010.26669134132,0.184626382289547,0.00950190981077986,0.0833333333333333,0.02,0.0025,6,1e-04,50
"199",2043.01096218698,0.171611123550613,0.0204833287819984,0.125,0.0333333333333333,0.006,6,1e-04,50
"200",2086.29101395176,0.180901621030977,0.0177377495691175,0.1,0.0333333333333333,0.006,6,1e-04,50
"201",2129.66289691014,0.185995958416721,0.0154880384979972,0.0833333333333333,0.0333333333333333,0.006,6,1e-04,50
"202",1987.13487127225,0.176112937100915,0.0139428619269163,0.125,0.0222222222222222,0.006,6,1e-04,50
"203",2028.69965939354,0.179561200260192,0.011606414124574,0.1,0.0222222222222222,0.006,6,1e-04,50
"204",2068.46829652287,0.180309505701638,0.00995634014528463,0.0833333333333333,0.0222222222222222,0.006,6,1e-04,50
"205",1976.35643897167,0.175497114461822,0.012096144299965,0.125,0.02,0.006,6,1e-04,50
"206",2023.12989608114,0.180135969720803,0.0102265207693524,0.1,0.02,0.006,6,1e-04,50
"207",2060.69680017632,0.179225745347441,0.00842288408041611,0.0833333333333333,0.02,0.006,6,1e-04,50
"208",2081.84784011318,0.176686319070294,0.0201666399734876,0.125,0.0333333333333333,0.01,6,1e-04,50
"209",2133.64324569658,0.194600649802386,0.0180666198803802,0.1,0.0333333333333333,0.01,6,1e-04,50
"210",2161.89264715776,0.184427407468201,0.01445189224427,0.0833333333333333,0.0333333333333333,0.01,6,1e-04,50
"211",2033.13842252026,0.181904850714085,0.0137078634262891,0.125,0.0222222222222222,0.01,6,1e-04,50
"212",2084.13941624466,0.184192845124044,0.0115036629875745,0.1,0.0222222222222222,0.01,6,1e-04,50
"213",2127.55927207288,0.184956972846124,0.00954579748382496,0.0833333333333333,0.0222222222222222,0.01,6,1e-04,50
"214",2026.03838845074,0.178635112607884,0.0118250817797821,0.125,0.02,0.01,6,1e-04,50
"215",2087.63073846878,0.197999552983865,0.0109446155482436,0.1,0.02,0.01,6,1e-04,50
"216",2121.68193093001,0.193054309980417,0.00891381421694458,0.0833333333333333,0.02,0.01,6,1e-04,50
"217",1969.42729688082,0.108283588148615,0.0200713361863182,0.125,0.0333333333333333,0.0025,8,1e-04,50
"218",2001.6187999565,0.114413870399923,0.0172242454504109,0.1,0.0333333333333333,0.0025,8,1e-04,50
"219",2035.85335376794,0.117809242660807,0.0150989858153889,0.0833333333333333,0.0333333333333333,0.0025,8,1e-04,50
"220",1871.30332916296,0.11034243779815,0.0128579590083836,0.125,0.0222222222222222,0.0025,8,1e-04,50
"221",1940.34426756337,0.115776338667952,0.0113445621151254,0.1,0.0222222222222222,0.0025,8,1e-04,50
"222",1970.68897420443,0.116752116129064,0.0094885196391517,0.0833333333333333,0.0222222222222222,0.0025,8,1e-04,50
"223",1862.49726734285,0.109177544327877,0.0114397517188639,0.125,0.02,0.0025,8,1e-04,50
"224",1914.71135595194,0.115053312035403,0.0096329018343485,0.1,0.02,0.0025,8,1e-04,50
"225",1961.01758028997,0.11488875291653,0.0079055585044324,0.0833333333333333,0.02,0.0025,8,1e-04,50
"226",1996.56151912507,0.109490931223106,0.0193557429601834,0.125,0.0333333333333333,0.006,8,1e-04,50
"227",2039.1597754268,0.115451591933179,0.016439592568229,0.1,0.0333333333333333,0.006,8,1e-04,50
"228",2076.06293610866,0.119663848863377,0.014458484920255,0.0833333333333333,0.0333333333333333,0.006,8,1e-04,50
"229",1941.38490282488,0.1177113888528,0.0133409628212026,0.125,0.0222222222222222,0.006,8,1e-04,50
"230",1981.21827508563,0.116578504715001,0.0107284171106082,0.1,0.0222222222222222,0.006,8,1e-04,50
"231",2019.18982592796,0.119712379617638,0.0091873833054179,0.0833333333333333,0.0222222222222222,0.006,8,1e-04,50
"232",1924.7207854692,0.116464711837468,0.0117752398770998,0.125,0.02,0.006,8,1e-04,50
"233",1972.0643025897,0.117352729333461,0.00955998687603628,0.1,0.02,0.006,8,1e-04,50
"234",2012.53890800703,0.11994821753502,0.00811597432700193,0.0833333333333333,0.02,0.006,8,1e-04,50
"235",2034.29770130621,0.111114302276275,0.0187344728089893,0.125,0.0333333333333333,0.01,8,1e-04,50
"236",2078.16308888765,0.11923171115163,0.0161997658269557,0.1,0.0333333333333333,0.01,8,1e-04,50
"237",2119.08089770985,0.121794826389707,0.0139972480018912,0.0833333333333333,0.0333333333333333,0.01,8,1e-04,50
"238",1984.37384997291,0.117130359483491,0.0127242879110874,0.125,0.0222222222222222,0.01,8,1e-04,50
"239",2030.87917637768,0.121587482025827,0.0107005134953463,0.1,0.0222222222222222,0.01,8,1e-04,50
"240",2069.90300765798,0.11982817097691,0.00859188003276579,0.0833333333333333,0.0222222222222222,0.01,8,1e-04,50
"241",1978.08229633949,0.115599957685199,0.0109822669924426,0.125,0.02,0.01,8,1e-04,50
"242",2022.87360182649,0.119328290471216,0.00920591749349524,0.1,0.02,0.01,8,1e-04,50
"243",2061.110824452,0.118725836993337,0.00726862795666912,0.0833333333333333,0.02,0.01,8,1e-04,50
"244",2081.55713461645,0.32884723166689,0.00682552004719221,0.125,0.0333333333333333,0.0025,4,0.001,50
"245",2137.09367692976,0.331085012346679,0.00566084069326656,0.1,0.0333333333333333,0.0025,4,0.001,50
"246",2178.075492257,0.34530702532287,0.00517793210481198,0.0833333333333333,0.0333333333333333,0.0025,4,0.001,50
"247",2126.37985021166,0.332389945013602,0.00345891488443029,0.125,0.0222222222222222,0.0025,4,0.001,50
"248",2167.41170422154,0.34202406875323,0.00300402143483932,0.1,0.0222222222222222,0.0025,4,0.001,50
"249",2208.60884765094,0.331373428580318,0.00197140503871785,0.0833333333333333,0.0222222222222222,0.0025,4,0.001,50
"250",2140.71578848403,0.33871440887762,0.00305065586930404,0.125,0.02,0.0025,4,0.001,50
"251",2182.33807355638,0.34681679451463,0.00253894826957614,0.1,0.02,0.0025,4,0.001,50
"252",2229.9015899635,0.335500576307926,0.00133885839694606,0.0833333333333333,0.02,0.0025,4,0.001,50
"253",2107.32794649815,0.345300893860333,0.00741067451599923,0.125,0.0333333333333333,0.006,4,0.001,50
"254",2161.15379879149,0.338686562577027,0.00581039358822544,0.1,0.0333333333333333,0.006,4,0.001,50
"255",2206.78166402397,0.356631906141755,0.00553449492982755,0.0833333333333333,0.0333333333333333,0.006,4,0.001,50
"256",2159.11166610482,0.352062632344575,0.00407048942829505,0.125,0.0222222222222222,0.006,4,0.001,50
"257",2198.19691829019,0.354990995310542,0.00333924198787982,0.1,0.0222222222222222,0.006,4,0.001,50
"258",2230.4265635028,0.342210214397853,0.0022941944968555,0.0833333333333333,0.0222222222222222,0.006,4,0.001,50
